0, 2, 336, 172, 22, 20, 1, -1, -1, -1
0, 3, 355, 174, 30, 51, 1, -1, -1, -1
0, 8, 378, 84, 117, 164, 1, -1, -1, -1
0, 1, 404, 290, 65, 70, 1, -1, -1, -1
0, 7, 356, 192, 28, 54, 1, -1, -1, -1
0, 10, 427, 197, 33, 52, 1, -1, -1, -1
0, 4, 378, 174, 29, 51, 1, -1, -1, -1
0, 11, 422, 178, 33, 58, 1, -1, -1, -1
0, 6, 335, 190, 23, 54, 1, -1, -1, -1
0, 9, 401, 194, 34, 54, 1, -1, -1, -1
0, 5, 0, 0, 0, 0, 1, -1, -1, -1
1, 2, 0, 0, 0, 0, 1, -1, -1, -1
1, 3, 0, 0, 0, 0, 1, -1, -1, -1
1, 8, 0, 0, 0, 0, 1, -1, -1, -1
1, 1, 0, 0, 0, 0, 1, -1, -1, -1
1, 7, 0, 0, 0, 0, 1, -1, -1, -1
1, 10, 0, 0, 0, 0, 1, -1, -1, -1
1, 4, 0, 0, 0, 0, 1, -1, -1, -1
1, 11, 0, 0, 0, 0, 1, -1, -1, -1
1, 6, 0, 0, 0, 0, 1, -1, -1, -1
1, 9, 0, 0, 0, 0, 1, -1, -1, -1
1, 5, 434, 62, 60, 50, 1, -1, -1, -1
2, 2, 336, 172, 23, 19, 1, -1, -1, -1
2, 3, 361, 174, 24, 20, 1, -1, -1, -1
2, 8, 386, 60, 90, 178, 1, -1, -1, -1
2, 1, 405, 290, 63, 70, 1, -1, -1, -1
2, 7, 355, 192, 29, 55, 1, -1, -1, -1
2, 10, 434, 196, 26, 27, 1, -1, -1, -1
2, 4, 384, 175, 24, 20, 1, -1, -1, -1
2, 11, 430, 178, 24, 22, 1, -1, -1, -1
2, 6, 335, 190, 23, 57, 1, -1, -1, -1
2, 9, 400, 194, 34, 54, 1, -1, -1, -1
2, 5, 426, 60, 57, 46, 1, -1, -1, -1
3, 2, 336, 172, 24, 19, 1, -1, -1, -1
3, 3, 361, 173, 23, 21, 1, -1, -1, -1
3, 8, 390, 69, 74, 125, 1, -1, -1, -1
3, 1, 405, 290, 64, 70, 1, -1, -1, -1
3, 7, 356, 192, 27, 50, 1, -1, -1, -1
3, 10, 429, 198, 32, 44, 1, -1, -1, -1
3, 4, 383, 175, 25, 19, 1, -1, -1, -1
3, 11, 430, 178, 25, 22, 1, -1, -1, -1
3, 6, 335, 190, 23, 51, 1, -1, -1, -1
3, 9, 401, 194, 33, 53, 1, -1, -1, -1
3, 5, 424, 70, 44, 43, 1, -1, -1, -1
4, 2, 336, 172, 23, 19, 1, -1, -1, -1
4, 3, 360, 173, 24, 21, 1, -1, -1, -1
4, 8, 408, 127, 22, 67, 1, -1, -1, -1
4, 1, 405, 291, 63, 70, 1, -1, -1, -1
4, 7, 358, 192, 26, 46, 1, -1, -1, -1
4, 10, 434, 197, 27, 35, 1, -1, -1, -1
4, 4, 383, 175, 24, 20, 1, -1, -1, -1
4, 11, 430, 178, 25, 22, 1, -1, -1, -1
4, 6, 335, 190, 23, 57, 1, -1, -1, -1
4, 9, 401, 194, 33, 53, 1, -1, -1, -1
4, 5, 407, 127, 23, 63, 1, -1, -1, -1
5, 2, 336, 173, 23, 18, 1, -1, -1, -1
5, 3, 361, 174, 24, 20, 1, -1, -1, -1
5, 8, 0, 0, 0, 0, 1, -1, -1, -1
5, 1, 405, 291, 63, 70, 1, -1, -1, -1
5, 7, 357, 192, 27, 51, 1, -1, -1, -1
5, 10, 434, 197, 27, 24, 1, -1, -1, -1
5, 4, 384, 176, 22, 18, 1, -1, -1, -1
5, 11, 430, 178, 25, 21, 1, -1, -1, -1
5, 6, 335, 190, 23, 53, 1, -1, -1, -1
5, 9, 408, 194, 26, 45, 1, -1, -1, -1
5, 5, 388, 177, 39, 25, 1, -1, -1, -1
6, 2, 336, 172, 23, 19, 1, -1, -1, -1
6, 3, 361, 174, 24, 20, 1, -1, -1, -1
6, 8, 0, 0, 0, 0, 1, -1, -1, -1
6, 1, 405, 290, 63, 71, 1, -1, -1, -1
6, 7, 357, 192, 27, 46, 1, -1, -1, -1
6, 10, 0, 0, 0, 0, 1, -1, -1, -1
6, 4, 384, 176, 22, 18, 1, -1, -1, -1
6, 11, 434, 178, 22, 21, 1, -1, -1, -1
6, 6, 335, 190, 23, 57, 1, -1, -1, -1
6, 9, 409, 195, 25, 43, 1, -1, -1, -1
6, 5, 0, 0, 0, 0, 1, -1, -1, -1
